key	en	official_zh	revised_zh
data.bestiary.data.monster.lore.stone.mourner.a.funeral.effigy.of.the.gallery	A funeral effigy of the gallery, carved crouching with its hands cupped for an offering, that walks when the offering is withheld. It keeps to the tombs it mourns and returns to its post between, and the weight of its stone hands falls as a mason's block falls.	长廊中的丧葬石像，雕成蹲身合掌接供品的姿势。供品迟迟不来，它就会走动。它守着所悼念的墓，间或回到原位；石手落下，沉如石匠坠落的巨石。	长廊中的丧葬石像，雕成蹲身合掌接供品的姿势。供品迟迟不来，它就会走动。它守着所悼念的墓，间或回到原位；石手落下，有如石匠吊起的方石坠地。
data.bestiary.data.monster.lore.tally.hound.a.hyena.headed.runner.of.the.counting.house	A hyena-headed runner of the counting-house, set down the debtors' gallery to keep the tally of who comes and goes. It counts the living against the manifest by scent, gives tongue at a name it cannot find, and courses in silence at a name it can. Its collar is notched for every quarry it has entered.	账房派到债徒长廊的鬣狗头信使，负责记录来去的人数。它凭气味将活人与名册核对，查不到名字就吠叫，查到则无声追捕。项圈上刻着每一个登记过的猎物。	账房派到债徒长廊的鬣狗头信使，负责记下来去之人的计数。它凭气味将活人与名单核对，查不到名字就吠叫，查到则无声追捕。每登记一个猎物，它的项圈上便多一道刻痕。
data.bestiary.data.monster.lore.troll.a.gangling.horror.whose.torn.flesh	A gangling horror whose torn flesh knits itself whole again even as you watch. Only fire will end it for good.	瘦长的怪物，被撕裂的血肉在你眼前重新愈合。唯有火焰能使它彻底死亡。	瘦长的怪物，被撕裂的血肉就在你眼前重新长合。唯有火焰能将它彻底了结。
data.bestiary.data.monster.lore.worg.a.great.and.evil.wolf.of	A great and evil wolf of the deep places, cunning of mind and cruel of temper, that stands to the shoulder of a man. Worgs treat with goblins as allies and bear them into battle.	栖息深处的巨型恶狼，高及人的肩膀，狡猾而残忍。座狼与地精结盟，背着盟友投入战斗。	栖息深处的巨型恶狼，高及人的肩膀，狡猾而残忍。座狼与地精结为盟友，驮着它们上阵。
data.bestiary.data.monster.lore.works.tender.the.last.hand.upon.the.sealing.works	The last hand upon the sealing-works, greasing the chains and reading the gauges to the drum's own count. It suffers nothing near the beam and the pumps, and it carries what it fells off to the melt to be poured again, and its rag is black to the elbow.	封印机房最后的工人，给链条上油，按卷筒的节拍读取仪表。它不许任何东西靠近横梁和泵，把击倒者拖到熔炉旁重新浇铸；油污从抹布一直染黑到肘部。	封印机房最后的工人，给链条上油，按卷筒自身的计数读取仪表。它不许任何东西靠近横梁和泵，把击倒者拖到熔炉旁重新浇铸；它的抹布一直黑到肘部。
data.bestiary.data.monster.lore.young.white.dragon.the.least.of.the.true.dragons	The least of the true dragons, yet a dragon nonetheless. Its breath is a killing frost, and the cold of it precedes it down the halls.	真龙中较弱的一种，仍有巨龙的力量。它吐出的寒霜足以致命，尚未现身，寒气便已沿厅堂传来。	真龙中最弱的一种，但终究是龙。它吐出的寒霜足以致命，尚未现身，寒气便已沿厅堂传来。
data.bestiary.data.monsters.a.mason.s.chalked.line	a mason's chalked line	沾粉笔的墨斗线	石匠的弹粉线
data.bestiary.data.monsters.a.pen.worn.to.the.nib	a pen worn to the nib	磨至笔尖的笔	磨得只剩笔尖的笔
data.bestiary.data.monsters.a.vial.of.quieted.spittle	a vial of quieted spittle	一瓶止声的涎液	一小瓶噤了声的涎液
data.bestiary.data.monsters.a.warden.s.grave.mask	a warden's grave-mask	守墓者的葬面	守封者的葬面
data.bestiary.data.monsters.a.wererat.s.ringed.tail	a wererat's ringed tail	鼠人的环纹尾巴	鼠化人的环纹尾巴
data.bestiary.data.monsters.anchorite	anchorite	锚系苦修者	隐修者
data.bestiary.data.monsters.boulder.callused.thumb	boulder-callused thumb	磨出厚茧的拇指	搬石磨茧的拇指
data.bestiary.data.monsters.mismatched.jawbone	mismatched jawbone	不相称的颌骨	不成对的颌骨
data.bestiary.data.monsters.shed.naga.fang	shed naga fang	脱落的娜迦尖牙	脱落的纳迦尖牙
data.bestiary.data.monsters.spirit.naga	spirit naga	幽魂娜迦	幽魂纳迦
data.bestiary.data.monsters.unbound.working	unbound working	失控法术	失控术法
data.bestiary.data.monsters.vein.of.grown.stone	vein of grown stone	长出的石脉	一道增生的石脉
data.bestiary.data.monsters.werebear	werebear	熊人	熊化人
data.bestiary.data.monsters.wererat	wererat	鼠人	鼠化人
data.boot.config.and.version.notes.arc.name.arc.i.the.way.down	Arc I: The Way Down	篇章I：下行之路	第I篇章：下行之路
data.boot.config.and.version.notes.arc2.name.arc.ii.the.riven.obelisk	Arc II: The Riven Obelisk	篇章II：破裂方尖碑	第II篇章：破裂方尖碑
data.boot.config.and.version.notes.arc3.name.arc.iii.the.manifold.halls	Arc III: The Manifold Halls	篇章III：重影厅室	第III篇章：重影厅室
data.boot.config.and.version.notes.arc4.name.arc.iv.the.roll.below	Arc IV: The Roll Below	篇章IV：地下名册库	第IV篇章：地下名册库
data.boot.config.and.version.notes.arc5.name.arc.v.below.the.last.door	Arc V: Below the Last Door	篇章V：最后一道门之下	第V篇章：最后一道门之下
data.boot.config.and.version.notes.folk.dragonborn.lapsed	Dragonborn (Lapsed)	龙裔（订阅失效）	龙裔（资格失效）
data.boot.config.and.version.notes.patch.notes.headline.a.kinder.infirmary.earlier.camps.and	A kinder Infirmary, earlier camps, and a tidier Options.	缩短医务室停留，更早扎营，并整理选项界面。	医务所更通人情，营地扎得更早，选项也更整齐。
data.boot.config.and.version.notes.patch.notes.headline.every.word.explained.tooltips.and.a	Every word explained: tooltips and a glossary	新增提示与术语表，解释游戏用语	字字有解：新增提示与术语表
data.boot.config.and.version.notes.patch.notes.headline.everything.runs.2x.faster.than.v1.6.0	Everything runs 2x faster than v1.6.0, and rests are short.	所有进程比v1.6.0快2倍，休息时间缩短。	一切运行速度均为v1.6.0的2倍，休息时间也缩短。
data.boot.config.and.version.notes.patch.notes.headline.new.rank.based.powerups.new.races.and	New rank-based powerups, new races and backgrounds, way more gold, and even more piled up in the Vale. $$$$$$$$$$	新增随等级解锁的强化、新种族与出身，金币收入大幅增加，哀恸谷增加更多。$$$$$$$$$$	新增随等级解锁的强化、新种族与出身，金币大幅增加，哀恸谷里堆得更多。$$$$$$$$$$
data.boot.config.and.version.notes.patch.notes.headline.on.steam.with.a.second.module	On Steam, with a second module and a minstrel.	登陆Steam，新增第二模组与吟游诗人。	登陆Steam，新增第二模组与乐师。
data.boot.config.and.version.notes.patch.notes.headline.the.four.new.pets.could.not	The four new pets could not eat. Now they eat.	修复四只新宠物无法获得成长进度的问题。	四只新宠物此前吃不下东西，现在能吃了。
data.boot.config.and.version.notes.patch.notes.headline.weather.finally.does.something.and.the	Weather finally does something, and the game hides less.	天气开始产生实际作用，界面也显示更多信息。	天气终于有了实际作用，游戏也少藏了些信息。
data.boot.config.and.version.notes.patch.notes.items.a.boon.that.carries.an.ill	A boon that carries an ill, like the counterfeit town's mark upon your gold, now reads in red upon its chip, to tell it apart at a glance from the boons that only help.	带有负面效果的状态，例如仿造镇降低金币的印记，现在用红色标签显示，便于与纯增益区分。	附带害处的增益（如仿造镇在你金币上留下的印记）现在以红色标签显示，一眼便可与纯粹有益的增益区分。
data.boot.config.and.version.notes.patch.notes.items.a.capstone.has.two.legendaries.to	A capstone has two legendaries to give in each slot, instead of always the same one.	关底首领每个部位现在可掉落两种传奇物品，不再固定同一件。	关底首领每个部位现在可掉落两种传说物品，不再固定同一件。
data.boot.config.and.version.notes.patch.notes.items.a.fast.chronicle.spent.seconds.on	A fast chronicle spent seconds on road legs and earned almost no descent for them.	高速纪事的每段旅途只有数秒，此前几乎无法获得下探进度。	高速纪事中每段旅途只耗时数秒，此前几乎得不到下行进度。
data.boot.config.and.version.notes.patch.notes.items.a.retiring.adventurer.s.pension.now.weighs	A retiring adventurer's pension now weighs the depths reached, so a long descent out-earns a quick retire at Rank 5.	退休奖励现在考虑到达深度，长时间下探比等级5立即退休获得更多。	退休奖励现在考虑到达深度，长程下行比等级5立即退休获得更多。
data.boot.config.and.version.notes.patch.notes.items.a.skill.that.quickens.a.working	A skill that quickens a working says what you gain.	提高能力触发率的技能现在说明实际增益。	加快术法的技能现在写明实际增益。
data.boot.config.and.version.notes.patch.notes.items.a.standing.order.on.the.board	A standing order on the Board of Feats. Tick it and the house hires your unlocked feats onto free slots as gold allows. It stays off unless you ask for it.	专长面板新增自动安排。勾选后，金币足够时会把已解锁专长装入空槽。默认关闭，由你主动启用。	专长告示板新增常设指令。勾选后，公会会在金币允许时把已解锁专长聘上空槽。默认关闭，除非你提出要求。
